locality_id,lat,long,locality
630,-36.423823,145.178369,BYRNESIDE
631,-36.37708,145.125014,MERRIGUM
632,-37.659566,144.936295,KYABRAM
633,-36.284584,145.082735,KYABRAM
634,-36.38493145,145.0857804,KYABRAM SOUTH
635,-36.206055,144.961183,KOYUGA SOUTH
636,-36.28071633,145.0055758,KYVALLEY
637,-36.231961,144.87573,CORNELIA CREEK
638,-36.461381,144.976813,CARAG CARAG
639,-36.410186,144.965763,GIRGARRE
640,-36.287306,145.260653,ARDMONA
641,-36.380853,145.403176,BENARCH
642,-36.428694,145.526693,ARCADIA
643,-36.544462,145.603242,SHEPPARTON
644,-36.307936,145.46296,CONGUPNA
645,-36.224186,145.440315,BUNBARTHA
646,-36.142596,145.30827,KAARIMBA
647,-36.093878,145.479471,DRUMANURE
648,-36.050686,145.329026,WAAIA
649,-36.03202,145.246572,KOTUPNA
650,-36.021295,145.047253,BARMAH
651,-36.00978,145.486015,KATUNGA
652,-35.89718,145.428306,BEARII
653,-35.955363,145.631874,COBRAM
654,-35.945353,145.632682,COBRAM
655,-36.247446,145.704042,DOOKIE
656,-36.24491655,145.7669016,WAGGARANDALL
657,-36.385331,145.704473,DOOKIE COLLEGE
658,-36.082665,145.688671,KATAMATITE
659,-37.241401,145.111854,BROADFORD
660,-37.35670207,145.1574765,CLONBINANE
661,-37.12839823,145.0277018,SUGARLOAF CREEK
662,-37.110344,145.07088,SUGARLOAF CREEK
663,-37.035925,145.257867,CAVEAT
664,-37.03704373,145.0457777,HILLDENE
665,-38.195993,146.535346,SEYMOUR
666,-36.9356483,144.9486555,PUCKAPUNYAL
667,-36.939204,144.960214,PUCKAPUNYAL MILPO
668,-36.910878,145.158863,MANGALORE
669,-36.927251,145.298203,AVENEL
670,-36.89547953,145.4034627,UPTON HILL
671,-36.844091,145.357627,LOCKSLEY
672,-36.786777,145.565512,BALMATTUM
673,-36.8382328,145.4559546,LONGWOOD EAST
674,-36.73207618,145.3825696,PRANJIP
675,-36.625333,145.708668,BOHO
676,-36.49668169,145.8003272,UPOTIPOTPON
677,-36.623748,145.852449,BADDAGINNIE
678,-36.385144,145.420691,BENALLA
679,-36.554936,145.977761,BENALLA
680,-36.669929,146.062514,BENALLA
681,-36.565078,146.266835,BOWEYA
682,-36.341245,146.338612,WANGARATTA
683,-36.358017,146.330564,APPIN PARK
684,-36.68892,146.482439,BOBINAWARRAH
685,-36.174271,146.428656,BORALMA
686,-36.180787,146.604622,CHILTERN
687,-36.056449,146.470638,BOORHAMAN NORTH
688,-36.00913619,146.4848179,CARLYLE
689,-36.018771,146.415927,CARLYLE
690,-36.119195,146.717193,BARNAWARTHA
691,-37.67576,144.989793,WODONGA
692,-36.135717,146.864361,WEST WODONGA
693,-36.027154,147.880991,ALLANS FLAT
694,-36.13591208,146.9307559,BANDIANA
695,-36.08708986,146.7480309,BARNAWARTHA NORTH
696,-36.42880742,147.0284111,KERGUNYAH SOUTH
697,-36.32062937,146.9091366,OSBORNES FLAT
698,-36.150678,146.919493,BANDIANA
699,-36.304285,147.123674,CHARLEROI
700,-36.68753,147.17925,TAWONGA
701,-36.722034,147.149468,TAWONGA SOUTH
702,-36.844307,147.299257,BOGONG
703,-36.83390754,147.3656102,NELSE
704,-36.335898,147.35527,BULLIOH
705,-36.15063277,147.2581548,GEORGES CREEK
706,-36.638769,147.476819,DARTMOUTH
707,-36.20193851,147.249954,OLD TALLANGATTA
708,-36.40132656,147.2207049,TALLANDOON
709,-36.32413828,147.2815733,TALLANGATTA SOUTH
710,-36.132613,147.49344,KOETONG
711,-36.322884,147.769911,CUDGEWA
712,-36.586316,148.037958,BIGGARA
713,-36.58238379,147.9286148,NARIEL VALLEY
714,-36.59561902,148.0805746,TOM GROGGIN
715,-36.070928,147.942058,TINTALDRA
716,-36.035908,147.667373,BURROWYE
717,-36.00067772,147.6313053,MOUNT ALFRED
718,-36.01189247,147.8327575,PINE MOUNTAIN
719,-37.41047,145.682161,BUXTON
720,-37.3209,145.839057,RUBICON
721,-37.241527,145.90623,EILDON
722,-37.20794843,145.880225,TAYLOR BAY
723,-37.210538,145.687889,ACHERON
724,-37.18897433,145.8060118,DEVILS RIVER
725,-37.13112911,145.7781021,MAINTONGOON
726,-37.2189348,145.6196525,WHANREGARWEN
727,-36.985747,145.739419,ANCONA
728,-37.286611,145.435776,FLOWERDALE
729,-37.144067,145.54096,MOLESWORTH
730,-37.041215,145.608491,GOBUR
731,-37.017241,145.850304,BONNIE DOON
732,-37.202634,146.253268,BARWITE
733,-36.894465,146.256507,ARCHERTON
734,-37.41855045,146.1186202,ENOCHS POINT
735,-37.42570709,146.2594778,KNOCKWOOD
736,-37.053108,146.076832,MANSFIELD
737,-36.414359,145.937326,BOXWOOD
738,-36.332254,145.960209,BUNGEET
739,-36.242443,145.957776,ALMONDS
740,-36.148922,145.959015,BOOMAHNOOMOONAH
741,-36.051782,145.974755,BATHUMI
742,-36.00973295,145.882739,BURRAMINE
743,-36.07318482,145.856688,BURRAMINE SOUTH
744,-36.686814,146.313751,MOYHU
745,-36.812087,146.316338,WHITFIELD
746,-36.515712,146.603574,BOWMANS FOREST
747,-36.455136,146.479489,MYRTLEFORD
748,-36.554037,146.82759,ABBEYARD
749,-36.623195,146.8967591,HAVILAH
750,-37.06713454,146.9999008,SELWYN
751,-37.13823976,146.8156764,WONNANGATTA
752,-36.587922,146.75397,OVENS
753,-36.641016,146.864194,EUROBIN
754,-36.731686,146.834561,BUCKLAND
755,-36.962316,147.063163,BRIGHT
756,-36.788479,146.95979,WANDILIGONG
757,-36.31396,146.51767,ELDORADO
758,-36.361056,146.725705,BAARMUTHA
759,-36.42031113,146.8638108,BRUARONG
760,-36.357399,146.842075,YACKANDANDAH
761,-37.596078,145.005578,WOLLERT
762,-37.554655,145.052904,WOODSTOCK
763,-37.619102,145.074353,MORANG SOUTH
764,-37.476474,144.959512,BEVERIDGE
765,-37.593554,145.112985,DOREEN
766,-37.563905,145.142035,YAN YEAN
767,-37.41233,144.956641,CHINTIN
768,-37.469784,145.182221,BRUCES CREEK
769,-37.354647,145.052552,HEATHCOTE JUNCTION
770,-37.650385,145.247277,PANTON HILL
771,-37.624929,145.288073,SMITHS GULLY
772,-37.6269998,145.288344,SMITHS GULLY
773,-37.585625,145.292381,ST ANDREWS
774,-37.354143,144.936707,BYLANDS
775,-37.521863,145.353378,KINGLAKE
776,-37.263736,144.900644,FORBES
777,-37.814771,145.346621,MONTROSE
778,-37.817818,145.384955,KALORAMA
779,-37.839387,145.347505,MOUNT DANDENONG
780,-37.708784,145.416004,COLDSTREAM
781,-37.642852,145.365993,CHRISTMAS HILLS
782,-37.606088,145.513804,BADGER CREEK
783,-37.537492,145.623011,FERNSHAW
784,-37.539267,145.784751,CAMBARVILLE
785,-37.938471,145.487862,COCKATOO
786,-37.938068,145.433024,AVONSLEIGH
787,-37.947379,145.596576,GEMBROOK
788,-37.885138,145.316734,TREMONT
789,-37.878188,145.332431,FERNY CREEK
790,-37.866786,145.350888,SASSAFRAS
791,-37.848036,145.377128,OLINDA
792,-37.889767,145.357336,SHERBROOKE
793,-37.896917,145.379622,KALLISTA
794,-37.89424,145.405388,THE PATCH
795,-37.874533,145.429715,MONBULK
796,-37.836663,145.430311,SILVAN
797,-37.786977,145.384922,MOUNT EVELYN
798,-37.867809,145.786343,GILDEROY
799,-37.727566,145.818512,BIG PATS CREEK
800,-37.910545,145.134935,MONASH UNIVERSITY
801,-37.971763,145.255599,ENDEAVOUR HILLS
802,-38.009435,145.265524,HALLAM
803,-37.980059,145.325994,NARRE WARREN EAST
804,-38.037026,145.304198,FOUNTAIN GATE
805,-38.025018,145.349488,BERWICK
806,-38.048316,145.371635,BEACONSFIELD
807,-38.002518,145.42327,BEACONSFIELD UPPER
808,-38.069094,145.406887,OFFICER
809,-38.04658,145.472514,PAKENHAM
810,-38.070135,145.565304,MARYKNOLL
811,-38.064252,145.634339,TYNONG
812,-38.10718,145.669112,CORA LYNN
813,-38.01378,145.726311,BUNYIP
814,-38.043542,145.787991,LABERTOUCHE
815,-38.096289,145.867337,ATHLONE
816,-38.207476,145.922212,BONA VISTA
817,-37.919937,145.945214,BRANDY CREEK
818,-38.08301804,145.9226127,BRAVINGTON
819,-38.25783442,145.8742873,TORWOOD
820,-38.194379,145.989901,CLOVERLEA
821,-38.210382,146.065656,ALLAMBEE
822,-38.245649,146.16397,CHILDERS
823,-37.978862,146.342932,ABERFELDY
824,-38.0485774,146.4605642,BOOLA
825,-37.66622391,146.2288747,JERICHO
826,-38.08561743,146.3086546,THALLOO
827,-37.72124292,146.4393424,TOOMBON
828,-37.9325509,146.5807798,WALHALLA EAST
829,-37.993258,146.013136,NEERIM
830,-37.84222154,145.851865,ADA
831,-37.829347,146.077886,BAW BAW
832,-37.93840381,145.8366168,GENTLE ANNIE
833,-38.290637,146.175271,THORPDALE
834,-38.245215,146.424457,DRIFFIELD
835,-37.5832,147.463,GIPPSLAND MC
836,-38.315452,146.414358,CHURCHILL
837,-38.316869,146.607101,BLACKWARRY
838,-38.38048482,146.6035417,CALLIGNEE SOUTH
839,-38.39234478,146.7391131,CARRAJUNG LOWER
840,-38.38123128,146.7999955,CARRAJUNG SOUTH
841,-38.38862898,146.5618972,MOUNT TASSIE
842,-38.166213,146.772991,HIAMDALE
843,-38.32561417,146.8251888,WILLUNG SOUTH
844,-38.224191,147.106181,GIFFARD
845,-38.035548,147.084398,AIRLY
846,-38.38411874,147.099754,GIFFARD
847,-38.10361729,147.1414369,EAST SALE
848,-38.106731,147.134356,EAST SALE RAAF
849,-38.095569,146.059953,SALE
850,-38.12413,146.596877,GLENGARRY
851,-38.063907,146.672206,TOONGABBIE
852,-38.018616,146.694894,COWWARR
853,-37.3690401,146.8291658,ARBUCKLE
854,-37.24480987,146.80983,BILLABONG
855,-37.49088696,146.7706256,BURAGWONDUC
856,-37.48411474,146.6214281,CROOKAYAN
857,-37.821756,146.576101,DAWSON
858,-37.7535504,146.7352987,GILLUM
859,-37.69372058,146.6296585,GLENFALLOCH
860,-37.20631423,146.685872,HOWITT PLAINS
861,-37.35595129,146.6252375,REYNARD
862,-37.58636148,146.7389535,SARGOOD
863,-37.66889173,146.7419767,WORROWING
864,-37.82195914,146.5677589,YANGOURA
865,-37.886136,146.848259,MAFFRA WEST UPPER
866,-37.571707,146.805175,BOISDALE
867,-37.72619419,146.9425755,KOOROOL
868,-37.78389869,146.8250006,MONOMAK
869,-37.48991548,146.9388373,MOROKA
870,-37.57861321,146.8458785,NAP NAP MARRA
871,-37.61645458,147.0534386,TOOLOME
872,-37.69783613,147.0446286,WOOLENOOK
873,-37.59554693,146.9492264,WRATHUNG
874,-37.68351367,146.8512398,WRIXON
875,-37.55304411,147.130018,BUDGEE BUDGEE
876,-37.597551,147.228456,CASTLEBURN
877,-37.39966422,147.1868903,COWA
878,-38.04993542,147.4640889,HOLLANDS LANDING
879,-37.4711505,147.0748445,MIOWERA
880,-37.69919183,147.1704522,MOORNAPA
881,-37.25564455,147.0451171,WONGUNGARRA
882,-37.860878,147.341513,FERNBANK
883,-37.796743,147.455946,LINDENOW
884,-38.364689,146.359836,JUMBUK
885,-38.437946,146.319351,BOOLARRA
886,-38.47229711,146.3992787,GRAND RIDGE
887,-38.42207,146.158866,ALLAMBEE RESERVE
888,-38.40304542,146.1775109,BAROMI
889,-38.298267,146.708775,GORMANDALE
890,-38.514438,146.836248,CARRAJUNG SOUTH
891,-37.826032,147.63201,BAIRNSDALE
892,-37.94900419,147.63201,BANKSIA PENINSULA
893,-37.81289131,147.63201,EASTWOOD
894,-37.44431597,147.63201,MARTHAVALE
895,-37.55196002,147.63201,RYANS
896,-37.30864369,147.63201,WENTWORTH
897,-37.898544,147.680121,EAGLE POINT
898,-37.914728,147.727389,BOOLE POOLE
899,-37.812017,147.764385,NICHOLSON
900,-37.01610136,148.0696953,BRUMBY
901,-37.291807,148.118511,BRUTHEN
902,-37.770977,148.426851,NEWMERELLA
903,-37.757895,148.116641,LAKE TYERS
904,-37.39051,148.660943,BENDOC
905,-37.05839205,148.4725251,DEDDICK VALLEY
906,-37.10937561,148.812726,DELEGATE RIVER
907,-37.610841,148.873952,BELL BIRD CREEK
908,-37.63819699,148.814786,BELLBIRD CREEK
909,-37.566489,149.217216,BULDAH
910,-37.567684,149.538907,GENOA
911,-37.563775,149.909868,MALLACOOTA
912,-37.495349,147.866067,DOUBLE BRIDGES
913,-37.379331,147.887515,DOCTORS FLAT
914,-37.40606605,147.916566,REEDY FLAT
915,-37.264671,147.707962,BINDI
916,-37.066169,147.464799,ANGLERS REST
917,-36.94711928,147.6157209,OMEO VALLEY
918,-36.88053,147.826143,BENAMBRA
919,-37.797042,147.814894,BUMBERRAH
920,-37.811303,147.867533,SWAN REACH
921,-37.881041,147.839367,METUNG
922,-37.821921,147.970237,KALIMNA
923,-38.156369,145.198328,LANGWARRIN
924,-38.196908,145.169556,BAXTER
925,-38.217991,145.227373,PEARCEDALE
926,-38.262273,145.166426,TYABB
927,-38.305806,145.136622,HASTINGS
928,-38.415199,145.050587,MERRICKS
929,-38.339871,145.155546,BITTERN
930,-38.352327,145.199777,CRIB POINT
931,-38.38752,145.19304,FLINDERS NAVAL DEPOT
932,-38.41571044,145.3687444,ELIZABETH ISLAND
933,-38.419488,145.367079,FRENCH ISLAND
934,-38.482182,145.231974,COWES
935,-38.465552,145.293632,RHYLL
936,-38.528213,145.379683,CAPE WOOLAMAI
937,-38.355231,145.094502,BALNARRING
938,-38.383368,145.153269,SOMERS
939,-38.407828,144.975131,MAIN RIDGE
940,-38.460965,144.976673,FLINDERS
941,-38.195017,145.093743,KUNYUNG
942,-38.230038,145.049503,MORNINGTON
943,-38.261168,145.096992,MOOROODUC
944,-38.2783,145.031598,MOUNT MARTHA
945,-38.326447,145.007626,ARTHURS SEAT
946,-38.373694,145.01994,RED HILL
947,-38.354321,144.931834,MCCRAE
948,-38.42776,144.900413,BONEO
949,-38.37363083,144.8754149,CAPEL SOUND
950,-38.383367,144.873115,ROSEBUD WEST
951,-38.396077,144.827203,RYE
952,-38.367874,144.768301,BLAIRGOWRIE
953,-38.345527,144.739101,SORRENTO
954,-38.321871,144.692708,PORTSEA
955,-38.381582,145.697053,BELLVIEW
956,-38.448155,145.723537,BENA
957,-38.435217,145.812945,KARDELLA SOUTH
958,-38.47372,145.798419,ARAWATA
959,-38.460127,145.995174,BERRYS CREEK
960,-38.40506851,146.0204631,WOOREEN
961,-38.550379,145.937973,KOONWARRA
962,-38.597018,145.955341,DUMBALK
963,-38.66471384,145.927163,MIDDLE TARWIN
964,-38.77338675,145.9119412,TARWIN LOWER
965,-38.84261489,145.9993437,WALKERVILLE NORTH
966,-38.589302,146.126718,GRASSY SPUR
967,-38.673841,145.987059,BUFFALO
968,-38.734636,146.066529,FISH CREEK
969,-39.140761,146.360412,BENNISON
970,-38.60357,146.359804,AGNES
971,-38.5328,146.3929,CHRISTIES
972,-38.685115,146.278804,PORT FRANKLIN
973,-38.693437,146.472132,PORT WELSHPOOL
974,-38.630568,146.436583,BINGINWARRI
975,-38.647562,146.507929,HEDLEY
976,-38.631942,146.815723,ALBERTON
977,-38.74476124,146.5237607,SNAKE ISLAND
978,-38.05354,145.231114,LYNBROOK
979,-38.043995,145.264296,HAMPTON PARK
980,-38.1466398,145.2695101,BOTANIC RIDGE
981,-38.135253,145.268888,CANNONS CREEK
982,-38.08209438,145.2086871,SANDHURST
983,-38.135009,145.384606,CARDINIA
984,-38.44818,145.591284,ALMURTA
985,-38.204448,145.356937,BLIND BIGHT
986,-38.207298,145.575,BAYLES
987,-38.312647,145.563979,ADAMS ESTATE
988,-38.309048,145.689142,NYORA
989,-38.313447,145.811863,MOUNTAIN VIEW
990,49.1805,-2.10323,ST HELIER
991,-38.455399,145.501279,GLEN FORBES
992,-38.483041,145.466781,BASS
993,-38.569135,145.534315,BLACKWOOD FOREST
994,-38.578071,145.630713,ANDERSON
995,-38.629561,145.745609,INVERLOCH
996,-38.365017,144.76592,MELBOURNE
997,-37.8183,144.957,COLLINS STREET EAST
998,-36.5587997,145.4689942,ST KILDA ROAD
999,-37.8097006,144.9593062,ABECKETT STREET
1000,-37.817201,144.964531,FLINDERS LANE
1001,-38.185857,146.293728,LAW COURTS
1002,-37.8113144,144.9617461,LITTLE LONSDALE STREET
