,locality,lat,lon,locality_id,city_id,city_name,max_uv,datetime,t_solar_rad,uv_levels,uv_id
234,SUMNER,-37.772232,144.98034,60,2173739,Brunswick East,3.5,2022-08-03,3341.9,MODERATE,1
235,SUMNER,-37.772232,144.98034,60,2173739,Brunswick East,2.7,2022-08-02,2699.4,LOW,0
236,BATMAN,-37.739901,144.964524,61,2171168,Coburg,2.7,2022-08-02,2608.6,LOW,0
237,BATMAN,-37.739901,144.964524,61,2171168,Coburg,2.3,2022-08-01,1598.3,LOW,0
238,BATMAN,-37.739901,144.964524,61,2171168,Coburg,2.2,2022-07-31,2868.7,LOW,0
239,BATMAN,-37.739901,144.964524,61,2171168,Coburg,3.6,2022-08-03,3348.6,MODERATE,1
240,GREENVALE,-37.639887,144.879626,62,2164495,Greenvale,1.4,2022-07-31,1936.4,LOW,0
241,GREENVALE,-37.639887,144.879626,62,2164495,Greenvale,3.6,2022-08-03,3361.4,MODERATE,1
242,GREENVALE,-37.639887,144.879626,62,2164495,Greenvale,1.6,2022-08-02,1910.5,LOW,0
243,GREENVALE,-37.639887,144.879626,62,2164495,Greenvale,2.9,2022-08-01,2859.6,LOW,0
244,FAWKNER,-37.707326,144.967874,63,2166819,Fawkner,2.7,2022-08-02,2608.6,LOW,0
245,FAWKNER,-37.707326,144.967874,63,2166819,Fawkner,2.3,2022-08-01,1598.3,LOW,0
246,FAWKNER,-37.707326,144.967874,63,2166819,Fawkner,2.2,2022-07-31,2868.7,LOW,0
247,FAWKNER,-37.707326,144.967874,63,2166819,Fawkner,3.6,2022-08-03,3348.6,MODERATE,1
248,CAMPBELLFIELD,-37.666265,144.956763,64,2172607,Campbellfield,2.7,2022-08-02,2608.6,LOW,0
249,CAMPBELLFIELD,-37.666265,144.956763,64,2172607,Campbellfield,2.3,2022-08-01,1598.3,LOW,0
250,CAMPBELLFIELD,-37.666265,144.956763,64,2172607,Campbellfield,2.2,2022-07-31,2868.7,LOW,0
251,CAMPBELLFIELD,-37.666265,144.956763,64,2172607,Campbellfield,3.6,2022-08-03,3348.6,MODERATE,1
252,SOMERTON,-37.632986,144.932557,65,8347896,Roxburgh Park,1.4,2022-07-31,1936.4,LOW,0
253,SOMERTON,-37.632986,144.932557,65,8347896,Roxburgh Park,3.6,2022-08-03,3361.4,MODERATE,1
254,SOMERTON,-37.632986,144.932557,65,8347896,Roxburgh Park,1.6,2022-08-02,1910.5,LOW,0
255,SOMERTON,-37.632986,144.932557,65,8347896,Roxburgh Park,2.9,2022-08-01,2859.6,LOW,0
256,OAKLANDS JUNCTION,-37.595015,144.856082,66,2164495,Greenvale,1.4,2022-07-31,1936.4,LOW,0
257,OAKLANDS JUNCTION,-37.595015,144.856082,66,2164495,Greenvale,3.6,2022-08-03,3361.4,MODERATE,1
258,OAKLANDS JUNCTION,-37.595015,144.856082,66,2164495,Greenvale,1.6,2022-08-02,1910.5,LOW,0
259,OAKLANDS JUNCTION,-37.595015,144.856082,66,2164495,Greenvale,2.9,2022-08-01,2859.6,LOW,0
260,CRAIGIEBURN,-37.546522,144.942199,67,2170089,Craigieburn,1.4,2022-07-31,1936.4,LOW,0
261,CRAIGIEBURN,-37.546522,144.942199,67,2170089,Craigieburn,3.6,2022-08-03,3361.4,MODERATE,1
262,CRAIGIEBURN,-37.546522,144.942199,67,2170089,Craigieburn,1.6,2022-08-02,1910.5,LOW,0
263,CRAIGIEBURN,-37.546522,144.942199,67,2170089,Craigieburn,2.9,2022-08-01,2859.6,LOW,0
264,FITZROY,-37.802608,144.977795,68,2166584,Fitzroy,2.3,2022-07-31,1924.1,LOW,0
265,FITZROY,-37.802608,144.977795,68,2166584,Fitzroy,2.3,2022-08-01,2227.0,LOW,0
266,FITZROY,-37.802608,144.977795,68,2166584,Fitzroy,3.5,2022-08-03,3341.9,MODERATE,1
267,FITZROY,-37.802608,144.977795,68,2166584,Fitzroy,2.7,2022-08-02,2699.4,LOW,0
268,COLLINGWOOD,-37.804846,144.986906,69,2171000,Collingwood,2.3,2022-07-31,1924.1,LOW,0
269,COLLINGWOOD,-37.804846,144.986906,69,2171000,Collingwood,2.3,2022-08-01,2227.0,LOW,0
270,COLLINGWOOD,-37.804846,144.986906,69,2171000,Collingwood,3.5,2022-08-03,3341.9,MODERATE,1
271,COLLINGWOOD,-37.804846,144.986906,69,2171000,Collingwood,2.7,2022-08-02,2699.4,LOW,0
272,ABBOTSFORD,-37.803515,144.998203,70,2178378,Abbotsford,2.3,2022-07-31,1923.4,LOW,0
273,ABBOTSFORD,-37.803515,144.998203,70,2178378,Abbotsford,2.3,2022-08-01,2226.5,LOW,0
274,ABBOTSFORD,-37.803515,144.998203,70,2178378,Abbotsford,3.5,2022-08-03,3340.8,MODERATE,1
275,ABBOTSFORD,-37.803515,144.998203,70,2178378,Abbotsford,2.7,2022-08-02,2698.5,LOW,0
276,CLIFTON HILL,-37.790974,144.98622,71,2154962,North Fitzroy,2.3,2022-07-31,1924.1,LOW,0
277,CLIFTON HILL,-37.790974,144.98622,71,2154962,North Fitzroy,2.3,2022-08-01,2227.0,LOW,0
278,CLIFTON HILL,-37.790974,144.98622,71,2154962,North Fitzroy,3.5,2022-08-03,3341.9,MODERATE,1
279,CLIFTON HILL,-37.790974,144.98622,71,2154962,North Fitzroy,2.7,2022-08-02,2699.4,LOW,0
280,NORTHCOTE,-37.774064,144.999745,72,2155001,Northcote,2.3,2022-07-31,1924.1,LOW,0
281,NORTHCOTE,-37.774064,144.999745,72,2155001,Northcote,2.3,2022-08-01,2227.0,LOW,0
282,NORTHCOTE,-37.774064,144.999745,72,2155001,Northcote,3.5,2022-08-03,3341.9,MODERATE,1
283,NORTHCOTE,-37.774064,144.999745,72,2155001,Northcote,2.7,2022-08-02,2699.4,LOW,0
284,THORNBURY,-37.759426,145.007006,73,2155001,Northcote,2.4,2022-07-31,1932.6,LOW,0
285,THORNBURY,-37.759426,145.007006,73,2155001,Northcote,2.3,2022-08-01,2238.7,LOW,0
286,THORNBURY,-37.759426,145.007006,73,2155001,Northcote,3.6,2022-08-03,3356.9,MODERATE,1
287,THORNBURY,-37.759426,145.007006,73,2155001,Northcote,2.7,2022-08-02,2711.8,LOW,0
288,GILBERTON,-37.74247,145.005702,74,2146793,Thornbury,2.4,2022-07-31,1932.6,LOW,0
289,GILBERTON,-37.74247,145.005702,74,2146793,Thornbury,2.3,2022-08-01,2238.7,LOW,0
290,GILBERTON,-37.74247,145.005702,74,2146793,Thornbury,3.6,2022-08-03,3356.9,MODERATE,1
291,GILBERTON,-37.74247,145.005702,74,2146793,Thornbury,2.7,2022-08-02,2711.8,LOW,0
292,KEON PARK,-37.712474,145.005955,75,2151716,Reservoir,3.4,2022-07-31,1733.2,MODERATE,1
293,KEON PARK,-37.712474,145.005955,75,2151716,Reservoir,2.6,2022-08-01,2572.6,LOW,0
294,KEON PARK,-37.712474,145.005955,75,2151716,Reservoir,3.6,2022-08-03,3356.9,MODERATE,1
295,KEON PARK,-37.712474,145.005955,75,2151716,Reservoir,2.7,2022-08-02,2935.5,LOW,0
296,THOMASTOWN,-37.684684,145.006644,76,2146827,Thomastown,3.4,2022-07-31,1733.2,MODERATE,1
297,THOMASTOWN,-37.684684,145.006644,76,2146827,Thomastown,2.6,2022-08-01,2572.6,LOW,0
298,THOMASTOWN,-37.684684,145.006644,76,2146827,Thomastown,3.6,2022-08-03,3356.9,MODERATE,1
299,THOMASTOWN,-37.684684,145.006644,76,2146827,Thomastown,2.7,2022-08-02,2935.5,LOW,0
300,LALOR,-37.66607,145.002679,77,2160706,Lalor,3.4,2022-07-31,1733.2,MODERATE,1
301,LALOR,-37.66607,145.002679,77,2160706,Lalor,2.6,2022-08-01,2572.6,LOW,0
302,LALOR,-37.66607,145.002679,77,2160706,Lalor,3.6,2022-08-03,3356.9,MODERATE,1
303,LALOR,-37.66607,145.002679,77,2160706,Lalor,2.7,2022-08-02,2935.5,LOW,0
304,EPPING,-37.643598,145.022137,78,2167279,Epping,3.4,2022-07-31,1733.2,MODERATE,1
305,EPPING,-37.643598,145.022137,78,2167279,Epping,2.6,2022-08-01,2572.6,LOW,0
306,EPPING,-37.643598,145.022137,78,2167279,Epping,3.6,2022-08-03,3356.9,MODERATE,1
307,EPPING,-37.643598,145.022137,78,2167279,Epping,2.7,2022-08-02,2935.5,LOW,0
308,ALPHINGTON,-37.778298,145.025853,79,9972411,Fairfield,2.4,2022-07-31,1932.6,LOW,0
309,ALPHINGTON,-37.778298,145.025853,79,9972411,Fairfield,2.3,2022-08-01,2238.7,LOW,0
310,ALPHINGTON,-37.778298,145.025853,79,9972411,Fairfield,3.6,2022-08-03,3356.9,MODERATE,1
311,ALPHINGTON,-37.778298,145.025853,79,9972411,Fairfield,2.7,2022-08-02,2711.8,LOW,0
312,IVANHOE,-37.772675,145.048573,80,2162546,Ivanhoe East,3.4,2022-07-31,1733.2,MODERATE,1
313,IVANHOE,-37.772675,145.048573,80,2162546,Ivanhoe East,2.6,2022-08-01,2572.6,LOW,0
314,IVANHOE,-37.772675,145.048573,80,2162546,Ivanhoe East,3.6,2022-08-03,3356.9,MODERATE,1
315,IVANHOE,-37.772675,145.048573,80,2162546,Ivanhoe East,2.7,2022-08-02,2935.5,LOW,0
316,BELLFIELD,-37.743008,145.046401,81,9972412,Heidelberg Heights,3.4,2022-07-31,1733.2,MODERATE,1
317,BELLFIELD,-37.743008,145.046401,81,9972412,Heidelberg Heights,2.6,2022-08-01,2572.6,LOW,0
318,BELLFIELD,-37.743008,145.046401,81,9972412,Heidelberg Heights,3.6,2022-08-03,3356.9,MODERATE,1
319,BELLFIELD,-37.743008,145.046401,81,9972412,Heidelberg Heights,2.7,2022-08-02,2935.5,LOW,0
320,MILL PARK,-37.664858,145.065658,82,2157635,Mill Park,3.4,2022-07-31,1733.2,MODERATE,1
321,MILL PARK,-37.664858,145.065658,82,2157635,Mill Park,2.6,2022-08-01,2572.6,LOW,0
322,MILL PARK,-37.664858,145.065658,82,2157635,Mill Park,3.6,2022-08-03,3356.9,MODERATE,1
323,MILL PARK,-37.664858,145.065658,82,2157635,Mill Park,2.7,2022-08-02,2935.5,LOW,0
324,BUNDOORA,-37.701346,145.056223,83,8349381,Bundoora,3.4,2022-07-31,1733.2,MODERATE,1
325,BUNDOORA,-37.701346,145.056223,83,8349381,Bundoora,2.6,2022-08-01,2572.6,LOW,0
326,BUNDOORA,-37.701346,145.056223,83,8349381,Bundoora,3.6,2022-08-03,3356.9,MODERATE,1
327,BUNDOORA,-37.701346,145.056223,83,8349381,Bundoora,2.7,2022-08-02,2935.5,LOW,0
328,BANYULE,-37.744406,145.082685,84,8348843,Viewbank,3.4,2022-07-31,1732.4,MODERATE,1
329,BANYULE,-37.744406,145.082685,84,8348843,Viewbank,2.6,2022-08-01,2572.3,LOW,0
330,BANYULE,-37.744406,145.082685,84,8348843,Viewbank,3.6,2022-08-03,3355.3,MODERATE,1
331,BANYULE,-37.744406,145.082685,84,8348843,Viewbank,2.7,2022-08-02,2933.8,LOW,0
332,MACLEOD,-37.724398,145.06988,85,2159177,Macleod,3.4,2022-07-31,1733.2,MODERATE,1
333,MACLEOD,-37.724398,145.06988,85,2159177,Macleod,2.6,2022-08-01,2572.6,LOW,0
334,MACLEOD,-37.724398,145.06988,85,2159177,Macleod,3.6,2022-08-03,3356.9,MODERATE,1
335,MACLEOD,-37.724398,145.06988,85,2159177,Macleod,2.7,2022-08-02,2935.5,LOW,0
336,LA TROBE UNIVERSITY,-37.721328,145.047012,86,6930848,Kingsbury,3.4,2022-07-31,1733.2,MODERATE,1
337,LA TROBE UNIVERSITY,-37.721328,145.047012,86,6930848,Kingsbury,2.6,2022-08-01,2572.6,LOW,0
338,LA TROBE UNIVERSITY,-37.721328,145.047012,86,6930848,Kingsbury,3.6,2022-08-03,3356.9,MODERATE,1
339,LA TROBE UNIVERSITY,-37.721328,145.047012,86,6930848,Kingsbury,2.7,2022-08-02,2935.5,LOW,0
340,WATSONIA,-37.711787,145.082426,87,2144397,Watsonia,3.4,2022-07-31,1732.4,MODERATE,1
341,WATSONIA,-37.711787,145.082426,87,2144397,Watsonia,2.6,2022-08-01,2572.3,LOW,0
342,WATSONIA,-37.711787,145.082426,87,2144397,Watsonia,3.6,2022-08-03,3355.3,MODERATE,1
343,WATSONIA,-37.711787,145.082426,87,2144397,Watsonia,2.7,2022-08-02,2933.8,LOW,0
344,BRIAR HILL,-37.700175,145.108339,88,2164515,Greensborough,3.4,2022-07-31,1732.4,MODERATE,1
345,BRIAR HILL,-37.700175,145.108339,88,2164515,Greensborough,2.6,2022-08-01,2572.3,LOW,0
346,BRIAR HILL,-37.700175,145.108339,88,2164515,Greensborough,3.6,2022-08-03,3355.3,MODERATE,1
347,BRIAR HILL,-37.700175,145.108339,88,2164515,Greensborough,2.7,2022-08-02,2933.8,LOW,0
348,ST HELENA,-37.68949912,145.1294801,89,2150687,Saint Helena,3.4,2022-07-31,1732.4,MODERATE,1
349,ST HELENA,-37.68949912,145.1294801,89,2150687,Saint Helena,2.6,2022-08-01,2572.3,LOW,0
350,ST HELENA,-37.68949912,145.1294801,89,2150687,Saint Helena,3.6,2022-08-03,3355.3,MODERATE,1
351,ST HELENA,-37.68949912,145.1294801,89,2150687,Saint Helena,2.7,2022-08-02,2933.8,LOW,0
352,DIAMOND CREEK,-37.667713,145.150369,90,2168919,Diamond Creek,3.4,2022-07-31,1732.4,MODERATE,1
353,DIAMOND CREEK,-37.667713,145.150369,90,2168919,Diamond Creek,2.6,2022-08-01,2572.3,LOW,0
354,DIAMOND CREEK,-37.667713,145.150369,90,2168919,Diamond Creek,3.6,2022-08-03,3355.3,MODERATE,1
355,DIAMOND CREEK,-37.667713,145.150369,90,2168919,Diamond Creek,2.7,2022-08-02,2933.8,LOW,0
356,PLENTY,-37.668408,145.107802,91,2152855,Plenty,3.4,2022-07-31,1732.4,MODERATE,1
357,PLENTY,-37.668408,145.107802,91,2152855,Plenty,2.6,2022-08-01,2572.3,LOW,0
358,PLENTY,-37.668408,145.107802,91,2152855,Plenty,3.6,2022-08-03,3355.3,MODERATE,1
359,PLENTY,-37.668408,145.107802,91,2152855,Plenty,2.7,2022-08-02,2933.8,LOW,0
360,YARRAMBAT,-37.637478,145.136688,92,2168919,Diamond Creek,3.4,2022-07-31,1732.4,MODERATE,1
361,YARRAMBAT,-37.637478,145.136688,92,2168919,Diamond Creek,2.6,2022-08-01,2572.3,LOW,0
362,YARRAMBAT,-37.637478,145.136688,92,2168919,Diamond Creek,3.6,2022-08-03,3355.3,MODERATE,1
363,YARRAMBAT,-37.637478,145.136688,92,2168919,Diamond Creek,2.7,2022-08-02,2933.8,LOW,0
364,LOWER PLENTY,-37.73919,145.115208,93,2159454,Lower Plenty,3.4,2022-07-31,1732.4,MODERATE,1
365,LOWER PLENTY,-37.73919,145.115208,93,2159454,Lower Plenty,2.6,2022-08-01,2572.3,LOW,0
366,LOWER PLENTY,-37.73919,145.115208,93,2159454,Lower Plenty,3.6,2022-08-03,3355.3,MODERATE,1
367,LOWER PLENTY,-37.73919,145.115208,93,2159454,Lower Plenty,2.7,2022-08-02,2933.8,LOW,0
368,MONTMORENCY,-37.719759,145.124727,94,2157167,Montmorency,3.4,2022-07-31,1732.4,MODERATE,1
369,MONTMORENCY,-37.719759,145.124727,94,2157167,Montmorency,2.6,2022-08-01,2572.3,LOW,0
370,MONTMORENCY,-37.719759,145.124727,94,2157167,Montmorency,3.6,2022-08-03,3355.3,MODERATE,1
371,MONTMORENCY,-37.719759,145.124727,94,2157167,Montmorency,2.7,2022-08-02,2933.8,LOW,0
372,ELTHAM,-37.713299,145.158579,95,2167444,Eltham North,3.4,2022-07-31,1732.4,MODERATE,1
373,ELTHAM,-37.713299,145.158579,95,2167444,Eltham North,2.6,2022-08-01,2572.3,LOW,0
374,ELTHAM,-37.713299,145.158579,95,2167444,Eltham North,3.6,2022-08-03,3355.3,MODERATE,1
375,ELTHAM,-37.713299,145.158579,95,2167444,Eltham North,2.7,2022-08-02,2933.8,LOW,0
376,WATTLE GLEN,-37.670851,145.185826,96,2144355,Wattleglen,3.4,2022-07-31,1732.4,MODERATE,1
377,WATTLE GLEN,-37.670851,145.185826,96,2144355,Wattleglen,2.6,2022-08-01,2572.3,LOW,0
378,WATTLE GLEN,-37.670851,145.185826,96,2144355,Wattleglen,3.6,2022-08-03,3355.3,MODERATE,1
379,WATTLE GLEN,-37.670851,145.185826,96,2144355,Wattleglen,2.7,2022-08-02,2933.8,LOW,0
380,BEND OF ISLANDS,-37.695254,145.224204,97,9972467,North Warrandyte,3.4,2022-07-31,1732.4,MODERATE,1
381,BEND OF ISLANDS,-37.695254,145.224204,97,9972467,North Warrandyte,2.6,2022-08-01,2572.3,LOW,0
382,BEND OF ISLANDS,-37.695254,145.224204,97,9972467,North Warrandyte,3.6,2022-08-03,3355.3,MODERATE,1
383,BEND OF ISLANDS,-37.695254,145.224204,97,9972467,North Warrandyte,2.7,2022-08-02,2933.8,LOW,0
384,ARTHURS CREEK,-37.592101,145.192854,98,2168537,Doreen,3.4,2022-07-31,1732.4,MODERATE,1
385,ARTHURS CREEK,-37.592101,145.192854,98,2168537,Doreen,2.6,2022-08-01,2572.3,LOW,0
386,ARTHURS CREEK,-37.592101,145.192854,98,2168537,Doreen,3.6,2022-08-03,3355.3,MODERATE,1
387,ARTHURS CREEK,-37.592101,145.192854,98,2168537,Doreen,2.7,2022-08-02,2933.8,LOW,0
388,COTHAM,-37.807397,145.036575,99,2161540,Kew,2.3,2022-07-31,1923.4,LOW,0
389,COTHAM,-37.807397,145.036575,99,2161540,Kew,2.3,2022-08-01,2226.5,LOW,0
390,COTHAM,-37.807397,145.036575,99,2161540,Kew,3.5,2022-08-03,3340.8,MODERATE,1
391,COTHAM,-37.807397,145.036575,99,2161540,Kew,2.7,2022-08-02,2698.5,LOW,0
392,KEW EAST,-37.793805,145.05219,100,7932628,Kew East,3.4,2022-07-31,1733.2,MODERATE,1
393,KEW EAST,-37.793805,145.05219,100,7932628,Kew East,2.6,2022-08-01,2572.6,LOW,0
394,KEW EAST,-37.793805,145.05219,100,7932628,Kew East,3.6,2022-08-03,3356.9,MODERATE,1
395,KEW EAST,-37.793805,145.05219,100,7932628,Kew East,2.7,2022-08-02,2935.5,LOW,0
396,BALWYN,-37.811738,145.074116,101,2177026,Balwyn,3.4,2022-07-31,1732.4,MODERATE,1
397,BALWYN,-37.811738,145.074116,101,2177026,Balwyn,2.6,2022-08-01,2572.3,LOW,0
398,BALWYN,-37.811738,145.074116,101,2177026,Balwyn,3.6,2022-08-03,3355.3,MODERATE,1
399,BALWYN,-37.811738,145.074116,101,2177026,Balwyn,2.7,2022-08-02,2933.8,LOW,0
400,DEEPDENE,-37.81141396,145.0658595,102,2177026,Balwyn,3.4,2022-07-31,1732.4,MODERATE,1
401,DEEPDENE,-37.81141396,145.0658595,102,2177026,Balwyn,2.6,2022-08-01,2572.3,LOW,0
402,DEEPDENE,-37.81141396,145.0658595,102,2177026,Balwyn,3.6,2022-08-03,3355.3,MODERATE,1
403,DEEPDENE,-37.81141396,145.0658595,102,2177026,Balwyn,2.7,2022-08-02,2933.8,LOW,0
404,STRADBROKE PARK,-37.8007,145.062,103,7932628,Kew East,3.4,2022-07-31,1732.4,MODERATE,1
405,STRADBROKE PARK,-37.8007,145.062,103,7932628,Kew East,2.6,2022-08-01,2572.3,LOW,0
406,STRADBROKE PARK,-37.8007,145.062,103,7932628,Kew East,3.6,2022-08-03,3355.3,MODERATE,1
407,STRADBROKE PARK,-37.8007,145.062,103,7932628,Kew East,2.7,2022-08-02,2933.8,LOW,0
408,BALWYN NORTH,-37.793695,145.081714,104,7932629,Balwyn North,3.4,2022-07-31,1732.4,MODERATE,1
409,BALWYN NORTH,-37.793695,145.081714,104,7932629,Balwyn North,2.6,2022-08-01,2572.3,LOW,0
410,BALWYN NORTH,-37.793695,145.081714,104,7932629,Balwyn North,3.6,2022-08-03,3355.3,MODERATE,1
411,BALWYN NORTH,-37.793695,145.081714,104,7932629,Balwyn North,2.7,2022-08-02,2933.8,LOW,0
412,BULLEEN,-37.772477,145.084806,105,2173464,Bulleen,3.4,2022-07-31,1732.4,MODERATE,1
413,BULLEEN,-37.772477,145.084806,105,2173464,Bulleen,2.6,2022-08-01,2572.3,LOW,0
414,BULLEEN,-37.772477,145.084806,105,2173464,Bulleen,3.6,2022-08-03,3355.3,MODERATE,1
415,BULLEEN,-37.772477,145.084806,105,2173464,Bulleen,2.7,2022-08-02,2933.8,LOW,0
416,TEMPLESTOWE,-37.758335,145.142675,106,2167445,Eltham,3.4,2022-07-31,1732.4,MODERATE,1
417,TEMPLESTOWE,-37.758335,145.142675,106,2167445,Eltham,2.6,2022-08-01,2572.3,LOW,0
418,TEMPLESTOWE,-37.758335,145.142675,106,2167445,Eltham,3.6,2022-08-03,3355.3,MODERATE,1
419,TEMPLESTOWE,-37.758335,145.142675,106,2167445,Eltham,2.7,2022-08-02,2933.8,LOW,0
420,TEMPLESTOWE LOWER,-37.765225,145.110677,107,2147139,Templestowe Lower,3.4,2022-07-31,1732.4,MODERATE,1
421,TEMPLESTOWE LOWER,-37.765225,145.110677,107,2147139,Templestowe Lower,2.6,2022-08-01,2572.3,LOW,0
422,TEMPLESTOWE LOWER,-37.765225,145.110677,107,2147139,Templestowe Lower,3.6,2022-08-03,3355.3,MODERATE,1
423,TEMPLESTOWE LOWER,-37.765225,145.110677,107,2147139,Templestowe Lower,2.7,2022-08-02,2933.8,LOW,0
424,DONCASTER,-37.786429,145.125797,108,2168607,Doncaster,3.4,2022-07-31,1732.4,MODERATE,1
425,DONCASTER,-37.786429,145.125797,108,2168607,Doncaster,2.6,2022-08-01,2572.3,LOW,0
426,DONCASTER,-37.786429,145.125797,108,2168607,Doncaster,3.6,2022-08-03,3355.3,MODERATE,1
427,DONCASTER,-37.786429,145.125797,108,2168607,Doncaster,2.7,2022-08-02,2933.8,LOW,0
428,DONCASTER EAST,-37.784786,145.161649,109,2168605,Doncaster East,3.4,2022-07-31,1732.4,MODERATE,1
429,DONCASTER EAST,-37.784786,145.161649,109,2168605,Doncaster East,2.6,2022-08-01,2572.3,LOW,0
430,DONCASTER EAST,-37.784786,145.161649,109,2168605,Doncaster East,3.6,2022-08-03,3355.3,MODERATE,1
431,DONCASTER EAST,-37.784786,145.161649,109,2168605,Doncaster East,2.7,2022-08-02,2933.8,LOW,0
432,DONVALE,-37.794054,145.186334,110,2168579,Donvale,2.6,2022-08-02,2574.4,LOW,0
433,DONVALE,-37.794054,145.186334,110,2168579,Donvale,3.5,2022-08-03,3339.1,MODERATE,1
434,DONVALE,-37.794054,145.186334,110,2168579,Donvale,2.3,2022-07-31,1675.0,LOW,0
435,DONVALE,-37.794054,145.186334,110,2168579,Donvale,2.9,2022-08-01,2594.2,LOW,0
436,NORTH WARRANDYTE,-37.752123,145.204689,111,9972467,North Warrandyte,3.4,2022-07-31,1732.4,MODERATE,1
437,NORTH WARRANDYTE,-37.752123,145.204689,111,9972467,North Warrandyte,2.6,2022-08-01,2572.3,LOW,0
438,NORTH WARRANDYTE,-37.752123,145.204689,111,9972467,North Warrandyte,3.6,2022-08-03,3355.3,MODERATE,1
439,NORTH WARRANDYTE,-37.752123,145.204689,111,9972467,North Warrandyte,2.7,2022-08-02,2933.8,LOW,0
440,PARK ORCHARDS,-37.778595,145.212599,112,8348805,Park Orchards,2.6,2022-08-02,2574.4,LOW,0
441,PARK ORCHARDS,-37.778595,145.212599,112,8348805,Park Orchards,3.5,2022-08-03,3339.1,MODERATE,1
442,PARK ORCHARDS,-37.778595,145.212599,112,8348805,Park Orchards,2.3,2022-07-31,1675.0,LOW,0
443,PARK ORCHARDS,-37.778595,145.212599,112,8348805,Park Orchards,2.9,2022-08-01,2594.2,LOW,0
444,WONGA PARK,-37.736734,145.267586,113,2144583,Warrandyte,2.6,2022-08-02,2574.4,LOW,0
445,WONGA PARK,-37.736734,145.267586,113,2144583,Warrandyte,3.5,2022-08-03,3339.1,MODERATE,1
446,WONGA PARK,-37.736734,145.267586,113,2144583,Warrandyte,2.3,2022-07-31,1675.0,LOW,0
447,WONGA PARK,-37.736734,145.267586,113,2144583,Warrandyte,2.9,2022-08-01,2594.2,LOW,0
448,CHIRNSIDE PARK,-37.737629,145.313086,114,8348898,Chirnside Park,2.9,2022-08-01,2909.4,LOW,0
449,CHIRNSIDE PARK,-37.737629,145.313086,114,8348898,Chirnside Park,2.6,2022-08-02,2552.4,LOW,0
450,CHIRNSIDE PARK,-37.737629,145.313086,114,8348898,Chirnside Park,3.5,2022-08-03,3333.8,MODERATE,1
451,CHIRNSIDE PARK,-37.737629,145.313086,114,8348898,Chirnside Park,2.3,2022-07-31,2120.0,LOW,0
452,BURNLEY,-37.823303,145.001788,115,2151649,Richmond,2.3,2022-07-31,1923.4,LOW,0
453,BURNLEY,-37.823303,145.001788,115,2151649,Richmond,2.3,2022-08-01,2226.5,LOW,0
454,BURNLEY,-37.823303,145.001788,115,2151649,Richmond,3.5,2022-08-03,3340.8,MODERATE,1
455,BURNLEY,-37.823303,145.001788,115,2151649,Richmond,2.7,2022-08-02,2698.5,LOW,0
456,BURNLEY NORTH,-37.826869,145.007098,116,2170027,Cremorne,2.3,2022-07-31,1923.4,LOW,0
457,BURNLEY NORTH,-37.826869,145.007098,116,2170027,Cremorne,2.3,2022-08-01,2226.5,LOW,0
458,BURNLEY NORTH,-37.826869,145.007098,116,2170027,Cremorne,3.5,2022-08-03,3340.8,MODERATE,1
459,BURNLEY NORTH,-37.826869,145.007098,116,2170027,Cremorne,2.7,2022-08-02,2698.5,LOW,0
460,AUBURN SOUTH,-37.822725,145.030602,117,7932627,Hawthorn East,2.3,2022-07-31,1923.4,LOW,0
461,AUBURN SOUTH,-37.822725,145.030602,117,7932627,Hawthorn East,2.3,2022-08-01,2226.5,LOW,0
462,AUBURN SOUTH,-37.822725,145.030602,117,7932627,Hawthorn East,3.5,2022-08-03,3340.8,MODERATE,1
463,AUBURN SOUTH,-37.822725,145.030602,117,7932627,Hawthorn East,2.7,2022-08-02,2698.5,LOW,0
464,AUBURN,-37.829752,145.049415,118,2163776,Hawthorn South,2.3,2022-07-31,1923.4,LOW,0
465,AUBURN,-37.829752,145.049415,118,2163776,Hawthorn South,2.3,2022-08-01,2226.5,LOW,0
466,AUBURN,-37.829752,145.049415,118,2163776,Hawthorn South,3.5,2022-08-03,3340.8,MODERATE,1
467,AUBURN,-37.829752,145.049415,118,2163776,Hawthorn South,2.7,2022-08-02,2698.5,LOW,0
468,CAMBERWELL,-37.840867,145.068191,119,2172686,Camberwell,2.3,2022-07-31,1923.4,LOW,0
469,CAMBERWELL,-37.840867,145.068191,119,2172686,Camberwell,2.3,2022-08-01,2226.5,LOW,0
470,CAMBERWELL,-37.840867,145.068191,119,2172686,Camberwell,3.5,2022-08-03,3340.8,MODERATE,1
471,CAMBERWELL,-37.840867,145.068191,119,2172686,Camberwell,2.7,2022-08-02,2698.5,LOW,0
472,BENNETTSWOOD,-37.851305,145.101,120,7932611,Ashwood,3.4,2022-07-31,1732.4,MODERATE,1
473,BENNETTSWOOD,-37.851305,145.101,120,7932611,Ashwood,2.6,2022-08-01,2572.3,LOW,0
474,BENNETTSWOOD,-37.851305,145.101,120,7932611,Ashwood,3.6,2022-08-03,3355.3,MODERATE,1
475,BENNETTSWOOD,-37.851305,145.101,120,7932611,Ashwood,2.7,2022-08-02,2933.8,LOW,0
476,CAMBERWELL EAST,-37.827203,145.075748,121,7932625,Canterbury,2.3,2022-07-31,1923.4,LOW,0
477,CAMBERWELL EAST,-37.827203,145.075748,121,7932625,Canterbury,2.3,2022-08-01,2226.5,LOW,0
